#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
NODE_32_length_51179_cov_19.589038	cds	50043	50738	+	KBFJFD_00385		hypothetical protein	
NODE_32_length_51179_cov_19.589038	cds	50732	50872	+	KBFJFD_00390		hypothetical protein	
NODE_32_length_51179_cov_19.589038	cds	50869	51078	+	KBFJFD_00395		hypothetical protein	
NODE_12439_length_1240_cov_8.356118	cds	277	1080	+	OKIKPC_00005	tet(40)	tetracycline efflux MFS transporter Tet(40)	"KEGG:K18214, NCBIProtein:WP_024407615.1, SO:0001217, UniRef:UniRef50_A0A1C5KRB3, UniRef:UniRef90_A0A1C5KRB3"
NODE_12439_length_1240_cov_8.356118	cds	1135	1239	-	OKIKPC_00010		hypothetical protein	
NODE_14189_length_1131_cov_1.695167	cds	71	784	+	OKIKPC_00015	aadE	aminoglycoside 6-adenylyltransferase AadE	"EC:2.7.7.-, GO:0016779, GO:0046677, KEGG:K05593, NCBIProtein:WP_001255868.1, SO:0001217, UniRef:UniRef50_P0DTV9, UniRef:UniRef90_P0DTV9"
NODE_14189_length_1131_cov_1.695167	cds	733	1119	-	OKIKPC_00020		hypothetical protein	"SO:0001217, UniRef:UniRef50_A0A8B2X1L4, UniRef:UniRef90_A0A8B2X1L4"
NODE_208_length_19876_cov_78.269361	cds	132	614	+	OKIKPC_00025		DUF2726 domain-containing protein	"SO:0001217, UniRef:UniRef50_D1PG32, UniRef:UniRef90_A0A5P0X4G2"
NODE_208_length_19876_cov_78.269361	cds	708	929	+	OKIKPC_00030		DUF2795 domain-containing protein	"RefSeq:WP_006848869.1, SO:0001217, UniParc:UPI000192ECB0, UniRef:UniRef100_D1PG31, UniRef:UniRef90_F9D178"
NODE_208_length_19876_cov_78.269361	cds	1397	2389	+	OKIKPC_00035		tyrosine-type recombinase/integrase	"SO:0001217, UniRef:UniRef50_UPI001884D41B, UniRef:UniRef90_UPI001884D41B"
NODE_208_length_19876_cov_78.269361	cds	2404	2625	+	OKIKPC_00040		Tyr recombinase domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A5P0X6L7, UniRef:UniRef90_A0A5P0X6L7"
NODE_208_length_19876_cov_78.269361	cds	2677	2880	-	OKIKPC_00045		Vesicle transport protein	"SO:0001217, UniParc:UPI000E4100F8, UniRef:UniRef100_A0A3E4S9F9, UniRef:UniRef50_A0A0D0IVE9, UniRef:UniRef90_A0A374C8G0"
NODE_208_length_19876_cov_78.269361	cds	2884	3327	-	OKIKPC_00050		DUF695 domain-containing protein	"RefSeq:WP_151202125.1, SO:0001217, UniParc:UPI001246B5D8, UniRef:UniRef100_A0A5P0VT23, UniRef:UniRef50_A0A229I615, UniRef:UniRef90_A0A229I615"
NODE_208_length_19876_cov_78.269361	cds	3471	3587	-	OKIKPC_00055		hypothetical protein	
NODE_208_length_19876_cov_78.269361	cds	3653	4693	-	OKIKPC_00060		DDE superfamily endonuclease	"SO:0001217, UniRef:UniRef50_D1PH73, UniRef:UniRef90_A0A127T141"
NODE_208_length_19876_cov_78.269361	cds	4816	5712	-	OKIKPC_00065	cfxA6	broad-spectrum class A beta-lactamase CfxA6	"NCBIProtein:WP_117664257.1, SO:0001217, UniRef:UniRef50_P30899, UniRef:UniRef90_A0A7K0B099"
NODE_208_length_19876_cov_78.269361	cds	5821	5937	+	OKIKPC_00070		(pseudo) hypothetical protein	"SO:0001217, UniRef:UniRef50_UPI001A923D8A, UniRef:UniRef90_UPI001A923D8A"
NODE_208_length_19876_cov_78.269361	cds	5919	7205	+	OKIKPC_00075	tnp	IS1380 family transposase	"RefSeq:WP_106811463.1, SO:0001217, UniParc:UPI000D111069, UniRef:UniRef100_A0A5P0WVN0, UniRef:UniRef50_K5Z6E4, UniRef:UniRef90_Q03950"
NODE_208_length_19876_cov_78.269361	cds	7168	7317	+	OKIKPC_00080		hypothetical protein	
NODE_208_length_19876_cov_78.269361	cds	7411	7572	+	OKIKPC_00085		(pseudo) hypothetical protein	"SO:0001217, UniRef:UniRef50_UPI001D17B62D, UniRef:UniRef90_UPI001D17B62D"
NODE_208_length_19876_cov_78.269361	cds	7743	8429	+	OKIKPC_00090		"Transcriptional regulator, AbiEi antitoxin, Type IV TA system"	"SO:0001217, UniParc:UPI0003378857, UniRef:UniRef100_R6BW27, UniRef:UniRef50_R6BW27, UniRef:UniRef90_R6BW27"
NODE_208_length_19876_cov_78.269361	cds	8398	9414	+	OKIKPC_00095		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	"KEGG:K09144, SO:0001217, UniRef:UniRef50_F3PR64, UniRef:UniRef90_A0A229I6F1"
NODE_208_length_19876_cov_78.269361	cds	9460	9561	-	OKIKPC_00100		hypothetical protein	
NODE_208_length_19876_cov_78.269361	cds	9588	10550	+	OKIKPC_00105		Type IX secretion system membrane protein PorP/SprF	"SO:0001217, UniRef:UniRef50_F9DAY9, UniRef:UniRef90_A0A350PNJ3"
NODE_208_length_19876_cov_78.269361	cds	10691	12049	+	OKIKPC_00110	gldK	Putative gliding motility-associated lipoprotein GldK	"SO:0001217, UniRef:UniRef50_A0A379E4I0, UniRef:UniRef90_D1PG29"
NODE_208_length_19876_cov_78.269361	cds	11953	12195	-	OKIKPC_00115		hypothetical protein	
NODE_208_length_19876_cov_78.269361	cds	12223	12768	-	OKIKPC_00120		hypothetical protein	
NODE_208_length_19876_cov_78.269361	cds	12865	13911	+	OKIKPC_00125	gldM	Gliding motility protein GldM	"SO:0001217, UniRef:UniRef50_D1PG27, UniRef:UniRef90_D1PG27"
NODE_208_length_19876_cov_78.269361	cds	13975	15033	+	OKIKPC_00130	gldN	Gliding motility protein GldN	"RefSeq:WP_218459629.1, SO:0001217, UniParc:UPI001C4455AD, UniRef:UniRef100_UPI001C4455AD, UniRef:UniRef50_D5EV00, UniRef:UniRef90_A0A3E4SGJ8"
NODE_208_length_19876_cov_78.269361	cds	15062	15673	+	OKIKPC_00135		"Gram-positive signal peptide protein, YSIRK family"	"RefSeq:WP_119237482.1, SO:0001217, UniParc:UPI000E5C7D55, UniRef:UniRef100_A0A3R6I016, UniRef:UniRef50_F9D172, UniRef:UniRef90_D1PG25"
NODE_208_length_19876_cov_78.269361	cds	15845	18115	+	OKIKPC_00140	priA	primosomal protein N'	"EC:5.6.2.4, KEGG:K04066, SO:0001217, UniRef:UniRef50_E0NTZ5, UniRef:UniRef90_D1PG24"
NODE_208_length_19876_cov_78.269361	cds	18241	19806	-	OKIKPC_00145		OMP-b-brl domain-containing protein	"SO:0001217, UniRef:UniRef50_H1HNN0, UniRef:UniRef90_D1PG23"
NODE_2751_length_3615_cov_7.560393	ncRNA	413	577	+	OKIKPC_00150	sRNA_0030	Enterococcus sRNA 30	"RFAM:RF02864, SO:0000655"
NODE_2751_length_3615_cov_7.560393	sorf	531	617	+	OKIKPC_00155		tetracycline resistance determinant leader peptide	"RefSeq:WP_011058339.1, SO:0001217, UniParc:UPI00000E29F7, UniRef:UniRef100_Q06SL5, UniRef:UniRef50_A0A7Y0YRY5, UniRef:UniRef90_Q06SL5"
NODE_2751_length_3615_cov_7.560393	cds	618	2552	+	OKIKPC_00160	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_050232631.1, SO:0001217, UniParc:UPI00078EF763, UniRef:UniRef100_A0A127SQC6, UniRef:UniRef50_Q47810, UniRef:UniRef90_Q47810"
NODE_2751_length_3615_cov_7.560393	cds	2552	3367	+	OKIKPC_00165		Transposase	"SO:0001217, UniRef:UniRef50_A0A7U9T2N6, UniRef:UniRef90_A0A0R1UJ26"
NODE_6094_length_2067_cov_24.651093	cds	68	1771	-	OKIKPC_00170	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	"COG:COG0480, COG:J, NCBIProtein:WP_002586627.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_A0A3G2C6Z4"
NODE_6094_length_2067_cov_24.651093	cds	1782	2021	-	OKIKPC_00175		hypothetical protein	
NODE_8905_length_1577_cov_110.275296	cds	1366	1554	+	OKIKPC_00180		hypothetical protein	
NODE_11659_length_1737_cov_85.476219	cds	598	918	+	FJJOPD_00005		hypothetical protein	
NODE_11659_length_1737_cov_85.476219	cds	1206	1370	-	FJJOPD_00010		hypothetical protein	
NODE_11659_length_1737_cov_85.476219	cds	1535	1729	+	FJJOPD_00015		hypothetical protein	
NODE_13557_length_1577_cov_64.404731	cds	1366	1554	+	FJJOPD_00020		hypothetical protein	
NODE_2411_length_4774_cov_36.453062	cds	37	819	-	FJJOPD_00025	cfxA6	broad-spectrum class A beta-lactamase CfxA6	"NCBIProtein:WP_117664257.1, SO:0001217, UniRef:UniRef50_R6CNL5, UniRef:UniRef90_R6CNL5"
NODE_2411_length_4774_cov_36.453062	cds	1200	1475	+	FJJOPD_00030		hypothetical protein	
NODE_2411_length_4774_cov_36.453062	cds	1751	1864	+	FJJOPD_00035		hypothetical protein	
NODE_2411_length_4774_cov_36.453062	cds	2102	2719	-	FJJOPD_00040		hypothetical protein	
NODE_2411_length_4774_cov_36.453062	cds	2683	2805	-	FJJOPD_00045		hypothetical protein	
NODE_2411_length_4774_cov_36.453062	cds	2795	3109	-	FJJOPD_00050		hypothetical protein	
NODE_2411_length_4774_cov_36.453062	cds	3157	3246	-	FJJOPD_00055		hypothetical protein	
NODE_2411_length_4774_cov_36.453062	cds	3363	3911	+	FJJOPD_00060		DUF6078 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A3E4SC12, UniRef:UniRef90_UPI001181ED48"
NODE_2411_length_4774_cov_36.453062	cds	4126	4698	-	FJJOPD_00065		hypothetical protein	
NODE_3279_length_3952_cov_10.401334	cds	758	1069	-	FJJOPD_00070		DUF960 domain-containing protein	"SO:0001217, UniRef:UniRef50_V9HIL5, UniRef:UniRef90_A0A6N3GN44"
NODE_3279_length_3952_cov_10.401334	cds	1154	1780	-	FJJOPD_00075		Type I site-specific deoxyribonuclease	"SO:0001217, UniRef:UniRef50_V9H919, UniRef:UniRef90_R6KW43"
NODE_3279_length_3952_cov_10.401334	cds	1855	2160	-	FJJOPD_00080		Transcriptional regulator	"RefSeq:WP_142975669.1, SO:0001217, UniParc:UPI00115DF7C3, UniRef:UniRef100_A0A6G7K8T6, UniRef:UniRef50_V9H4R8, UniRef:UniRef90_V9HIL9"
NODE_3279_length_3952_cov_10.401334	cds	2180	2509	-	FJJOPD_00085		Phage protein	"RefSeq:WP_004455704.1, SO:0001217, UniParc:UPI000166969A, UniRef:UniRef100_A0A133NC95, UniRef:UniRef50_V9H593, UniRef:UniRef90_A0A133NC95"
NODE_3279_length_3952_cov_10.401334	cds	2739	3908	-	FJJOPD_00090	tetA(P)	tetracycline efflux MFS transporter TetA(P)	"KEGG:K18214, NCBIProtein:WP_012478244.1, SO:0001217, UniRef:UniRef50_T0MX37, UniRef:UniRef90_Q46305"
NODE_4721_length_3120_cov_6.030995	cds	55	159	+	FJJOPD_00095		hypothetical protein	
NODE_4721_length_3120_cov_6.030995	cds	214	417	-	FJJOPD_00100		hypothetical protein	
NODE_4721_length_3120_cov_6.030995	cds	398	658	-	FJJOPD_00105		hypothetical protein	
NODE_4721_length_3120_cov_6.030995	cds	716	1021	+	FJJOPD_00110		hypothetical protein	
NODE_4721_length_3120_cov_6.030995	cds	1018	1158	+	FJJOPD_00115		hypothetical protein	
NODE_4721_length_3120_cov_6.030995	cds	1560	2564	-	FJJOPD_00120		hypothetical protein	
NODE_4721_length_3120_cov_6.030995	cds	2565	2780	+	FJJOPD_00125		hypothetical protein	
NODE_5499_length_2822_cov_4.960246	cds	11	382	-	FJJOPD_00130		PepSY domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A6H1WWX2, UniRef:UniRef90_UPI0008DAD47C"
NODE_5499_length_2822_cov_4.960246	cds	589	714	-	FJJOPD_00135	ycxB	YcxB family protein	"SO:0001217, UniRef:UniRef50_UPI001F075CE5, UniRef:UniRef90_UPI001F075CE5"
NODE_5499_length_2822_cov_4.960246	cds	844	1122	-	FJJOPD_00140		XRE family transcriptional regulator	"RefSeq:WP_035284861.1, SO:0001217, UniParc:UPI00019B06F4, UniRef:UniRef100_A0A0F4VVY1, UniRef:UniRef50_A0A2U9AD56, UniRef:UniRef90_A0A2U9AD56"
NODE_5499_length_2822_cov_4.960246	cds	1313	2743	-	FJJOPD_00145	tetB(P)	tetracycline resistance ribosomal protection protein TetB(P)	NCBIProtein:WP_012478245.1
NODE_5702_length_2757_cov_93.502591	cds	39	1823	-	FJJOPD_00150	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	"COG:COG0480, COG:J, GO:0003924, GO:0005525, GO:0006412, GO:0046677, NCBIProtein:WP_044666383.1, SO:0001217, UniRef:UniRef50_P10952, UniRef:UniRef90_P10952"
NODE_5702_length_2757_cov_93.502591	cds	2325	2699	-	FJJOPD_00155	tnpV	TnpV protein	"RefSeq:WP_001129922.1, SO:0001217, UniParc:UPI00015625E8, UniRef:UniRef100_A0A6W0QAC8, UniRef:UniRef50_D9SLH9, UniRef:UniRef90_D9SLH9"
NODE_10579_length_1501_cov_5.639004	cds	140	1288	+	NMHCND_00005	tet(40)	tetracycline efflux MFS transporter Tet(40)	"KEGG:K18214, NCBIProtein:WP_024407615.1, SO:0001217, UniRef:UniRef50_F4XDK4, UniRef:UniRef90_R9L794"
NODE_12662_length_1304_cov_42.927142	cds	546	1268	+	NMHCND_00010	cfxA6	broad-spectrum class A beta-lactamase CfxA6	"NCBIProtein:WP_117664257.1, SO:0001217, UniRef:UniRef50_R6CNL5, UniRef:UniRef90_R6CNL5"
NODE_13210_length_1265_cov_10.134711	cds	668	1162	-	NMHCND_00015	dfrF	trimethoprim-resistant dihydrofolate reductase DfrF	"EC:1.5.1.3, KEGG:K00287, NCBIProtein:WP_002322211.1, RefSeq:WP_002322211.1, SO:0001217, UniParc:UPI00000B6DA1, UniRef:UniRef100_A0A1L5KI75, UniRef:UniRef50_B0NHQ4, UniRef:UniRef90_A0A1L5KI75"
NODE_166_length_23123_cov_21.780562	cds	276	935	+	NMHCND_00020	catA1	type A-1 chloramphenicol O-acetyltransferase	"NCBIProtein:WP_000412211.1, RefSeq:WP_000412211.1, SO:0001217, UniParc:UPI0000000335, UniRef:UniRef100_P62577, UniRef:UniRef90_P62577"
NODE_166_length_23123_cov_21.780562	cds	1136	1513	-	NMHCND_00025		N-acetyltransferase domain-containing protein	"RefSeq:WP_000656305.1, SO:0001217, UniParc:UPI00000D12F6, UniRef:UniRef100_Q1A2N6, UniRef:UniRef50_A0A0H3L451, UniRef:UniRef90_Q6MXT7"
NODE_166_length_23123_cov_21.780562	cds	1580	3385	-	NMHCND_00030		Tn3 family transposase	"SO:0001217, UniRef:UniRef50_A0A811ARN2, UniRef:UniRef90_A0A8B5FBD3"
NODE_166_length_23123_cov_21.780562	cds	3642	3884	+	NMHCND_00035		Relaxase/helicase	"RefSeq:WP_000844627.1, SO:0001217, UniParc:UPI00004C3C7C, UniRef:UniRef100_A0A1M0QXX3, UniRef:UniRef50_A0A2P9EC95, UniRef:UniRef90_Q5J475"
NODE_166_length_23123_cov_21.780562	cds	3916	4593	-	NMHCND_00040	tetR(A)	tetracycline resistance transcriptional repressor TetR(A)	"BlastRules:WP_000164043, COG:COG1309, COG:K, GO:0003677, GO:0045892, GO:0046677, GO:0046872, RefSeq:WP_000470728.1, SO:0001217, UniParc:UPI000005D507, UniRef:UniRef100_P03038, UniRef:UniRef50_P03038, UniRef:UniRef90_P03038"
NODE_166_length_23123_cov_21.780562	cds	4612	5226	-	NMHCND_00045		hypothetical protein	"SO:0001217, UniParc:UPI0001E25DCC, UniRef:UniRef100_A0A8F1IFE9, UniRef:UniRef50_A0A5P5X6E8, UniRef:UniRef90_A0A8F1IFE9"
NODE_166_length_23123_cov_21.780562	cds	5296	5871	+	NMHCND_00050	tetA	TetA	"SO:0001217, UniParc:UPI0002636EE9, UniRef:UniRef100_D9Z5C3, UniRef:UniRef90_P02982"
NODE_166_length_23123_cov_21.780562	cds	5903	6601	-	NMHCND_00055		PecM-like protein	"RefSeq:WP_001390335.1, SO:0001217, UniParc:UPI0002322154, UniRef:UniRef100_A0A168PRT4, UniRef:UniRef50_Q0E6F5, UniRef:UniRef90_Q0E6F5"
NODE_166_length_23123_cov_21.780562	cds	7276	9072	+	NMHCND_00060		Tn3 family transposase	"SO:0001217, UniParc:UPI0000D7E4B7, UniRef:UniRef100_A0A075MAV9, UniRef:UniRef50_A0A348DME1, UniRef:UniRef90_A0A075M8P0"
NODE_166_length_23123_cov_21.780562	cds	9127	9450	-	NMHCND_00065	arsR	"DNA-binding transcriptional regulator, ArsR family"	"COG:COG0640, COG:K, RefSeq:WP_001175594.1, SO:0001217, UniParc:UPI0000003DEF, UniRef:UniRef100_Q849Z1, UniRef:UniRef50_Q849Z1, UniRef:UniRef90_Q849Z1"
NODE_166_length_23123_cov_21.780562	cds	9555	10688	+	NMHCND_00070		Permease	"RefSeq:WP_001089728.1, SO:0001217, UniParc:UPI000019C357, UniRef:UniRef100_Q7WTI0, UniRef:UniRef50_A0A4Y3HXZ2, UniRef:UniRef90_Q849Z2"
NODE_166_length_23123_cov_21.780562	cds	10981	11598	-	NMHCND_00075		Fertility inhibition FinO-like protein	"RefSeq:WP_000521603.1, SO:0001217, UniParc:UPI00000B16B8, UniRef:UniRef100_Q7WTH9, UniRef:UniRef50_I6ZU25, UniRef:UniRef90_I6ZU25"
NODE_166_length_23123_cov_21.780562	cds	11789	13345	-	NMHCND_00080		AAA domain-containing protein	"RefSeq:WP_000818556.1, SO:0001217, UniParc:UPI00000AFC6D, UniRef:UniRef100_A0A286S0L5, UniRef:UniRef50_A0A7I7D769, UniRef:UniRef90_I7APV5"
NODE_166_length_23123_cov_21.780562	cds	13608	14198	-	NMHCND_00085	ydeA	YdeA protein	"RefSeq:WP_000194575.1, SO:0001217, UniParc:UPI00000B8008, UniRef:UniRef100_Q7WTH7, UniRef:UniRef50_A0A193QDG0, UniRef:UniRef90_A0A4D9FAJ8"
NODE_166_length_23123_cov_21.780562	cds	14198	14455	-	NMHCND_00090	ydfA	YdfA	"RefSeq:WP_000343085.1, SO:0001217, UniParc:UPI00000B03BE, UniRef:UniRef100_Q7WTH6, UniRef:UniRef50_A0A086TN86, UniRef:UniRef90_A0A0V9RLE6"
NODE_166_length_23123_cov_21.780562	cds	14809	16947	+	NMHCND_00095		AAA-13 domain-containing protein	"RefSeq:WP_000350638.1, SO:0001217, UniParc:UPI00000AE66D, UniRef:UniRef100_Q7WTH5, UniRef:UniRef50_G4T4L4, UniRef:UniRef90_A7ZGW6"
NODE_166_length_23123_cov_21.780562	cds	17109	17510	-	NMHCND_00100	vapC	"Ribonuclease/mRNA interferase VapC, contains PIN domain"	"COG:COG1487, COG:V, RefSeq:WP_001341418.1, SO:0001217, UniParc:UPI000198F21E, UniRef:UniRef100_B1VCL4, UniRef:UniRef50_B1VCL4, UniRef:UniRef90_B1VCL4"
NODE_166_length_23123_cov_21.780562	cds	17522	17752	-	NMHCND_00105	vagC	Virulence-associated protein VagC (function unknown)	"COG:COG4456, COG:S, RefSeq:WP_001261287.1, SO:0001217, UniParc:UPI00000BAF4A, UniRef:UniRef100_Q7WTH3, UniRef:UniRef50_Q0H049, UniRef:UniRef90_Q7WTH3"
NODE_166_length_23123_cov_21.780562	cds	18048	18338	+	NMHCND_00110		ATP-binding protein	"RefSeq:WP_000111771.1, SO:0001217, UniParc:UPI00000B0B6E, UniRef:UniRef100_Q7WTG6, UniRef:UniRef50_Q9JMR7, UniRef:UniRef90_A0A2X7KH72"
NODE_166_length_23123_cov_21.780562	cds	18328	19227	+	NMHCND_00115	yuaY	Uncharacterized protein YuaY	"GO:0061810, RefSeq:WP_000963206.1, SO:0001217, UniParc:UPI00000DA0F3, UniRef:UniRef100_Q9JMR6, UniRef:UniRef50_Q9JMR6, UniRef:UniRef90_Q9JMR6"
NODE_166_length_23123_cov_21.780562	cds	19277	21502	-	NMHCND_00120	pifA	Phage T7 exclusion protein	"RefSeq:WP_000698737.1, SO:0001217, UniParc:UPI000000111B, UniRef:UniRef100_P96329, UniRef:UniRef50_P96329, UniRef:UniRef90_P96329"
NODE_166_length_23123_cov_21.780562	cds	21504	22592	-	NMHCND_00125	pifC	transcriptional repressor PifC	"BlastRules:WP_000952217, GO:0003677, RefSeq:WP_000952217.1, SO:0001217, UniParc:UPI0000131AA2, UniRef:UniRef100_P10030, UniRef:UniRef50_P10030, UniRef:UniRef90_P10030"
NODE_433_length_13165_cov_15.872082	cds	213	488	+	NMHCND_00130		DUF2523 domain-containing protein	"RefSeq:WP_232210838.1, SO:0001217, UniParc:UPI001E32E575, UniRef:UniRef100_UPI001E32E575, UniRef:UniRef50_A0A075ME83, UniRef:UniRef90_A0A075ME83"
NODE_433_length_13165_cov_15.872082	cds	496	774	-	NMHCND_00135		Diguanylate cyclase	"RefSeq:WP_001611016.1, SO:0001217, UniParc:UPI0002A3A39C, UniRef:UniRef100_A0A075MA42, UniRef:UniRef50_A0A075MA42, UniRef:UniRef90_A0A075MA42"
NODE_433_length_13165_cov_15.872082	cds	856	1584	+	NMHCND_00140	tniB	TniB NTP-binding protein	"RefSeq:WP_000059618.1, SO:0001217, UniParc:UPI000188C04A, UniRef:UniRef100_B7JCI6, UniRef:UniRef50_A0A511CZQ7, UniRef:UniRef90_B7JCI6"
NODE_433_length_13165_cov_15.872082	cds	1695	3209	+	NMHCND_00145	tnp	IS21 family IS1326 transposase	"COG:COG4584, COG:X, GO:0003677, GO:0006310, GO:0015074, GO:0032196, IS:IS1326, RefSeq:WP_000996451.1, SO:0001217, UniParc:UPI00000B1A37, UniRef:UniRef100_Q6EMC3, UniRef:UniRef50_P0A134, UniRef:UniRef90_P0A134"
NODE_433_length_13165_cov_15.872082	cds	3199	3981	+	NMHCND_00150	istB	IS21-like element IS1326 family helper ATPase IstB	"BlastRules:WP_000983249, COG:COG1484, COG:L, RefSeq:WP_001163403.1, SO:0001217, UniParc:UPI00004C3C7A, UniRef:UniRef100_Q7BT58, UniRef:UniRef50_D6CPQ8, UniRef:UniRef90_Q7BT58"
NODE_433_length_13165_cov_15.872082	cds	4157	4657	-	NMHCND_00155	yhbS	putative N-acetyltransferase YhbS	"COG:COG3153, COG:R, SO:0001217, UniRef:UniRef50_A0A899NBB6, UniRef:UniRef90_A0A1L2ZNQ8"
NODE_433_length_13165_cov_15.872082	cds	4785	5624	-	NMHCND_00160	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	"COG:COG0294, COG:H, EC:2.5.1.15, GO:0004156, GO:0046654, GO:0046656, GO:0046872, KEGG:K18974, NCBIProtein:WP_000259031.1, RefSeq:WP_000259031.1, SO:0001217, UniParc:UPI000000029B, UniRef:UniRef100_P0C002, UniRef:UniRef50_P0C002, UniRef:UniRef90_P0C002"
NODE_433_length_13165_cov_15.872082	cds	5618	5965	-	NMHCND_00165	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	"GO:0005886, GO:0022857, GO:0042221, NCBIProtein:WP_000679427.1, RefSeq:WP_000679427.1, SO:0001217, UniParc:UPI0000000BEC, UniRef:UniRef100_P0AA22, UniRef:UniRef50_P0AA22, UniRef:UniRef90_P0AA22"
NODE_433_length_13165_cov_15.872082	cds	6129	6908	-	NMHCND_00170	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	"EC:2.7.7.47, KEGG:K00984, NCBIProtein:WP_001206317.1, RefSeq:WP_001535723.1, SO:0001217, UniParc:UPI00004CF3E7, UniRef:UniRef100_Q5DUC3, UniRef:UniRef50_P0AG05, UniRef:UniRef90_Q5DUC3"
NODE_433_length_13165_cov_15.872082	cds	7013	7486	-	NMHCND_00175	dfrA1	trimethoprim-resistant dihydrofolate reductase DfrA1	"EC:1.5.1.3, GO:0004146, GO:0006545, GO:0006730, GO:0031427, GO:0046654, GO:0046677, GO:0050661, NCBIProtein:WP_000777555.1, RefSeq:WP_000777555.1, SO:0001217, UniParc:UPI00000014D1, UniRef:UniRef100_Q79IE7, UniRef:UniRef50_P00382, UniRef:UniRef90_P00382"
NODE_433_length_13165_cov_15.872082	ncRNA-region	7482	7553	-			putative aminoglycoside riboswitch / attI site	"RFAM:RF02912, SO:0000035"
NODE_433_length_13165_cov_15.872082	sorf	7503	7541	-	NMHCND_00180	estX	Streptomycin 3''-O-adenylyltransferase	"SO:0001217, UniParc:UPI00000B6A7E, UniRef:UniRef100_A9QNW9, UniRef:UniRef50_A0A2R4A7Q1, UniRef:UniRef90_A0A2R4A7Q1"
NODE_433_length_13165_cov_15.872082	cds	7643	8761	+	NMHCND_00185	xerD	integron integrase	"COG:COG4974, COG:L, RefSeq:WP_000845049.1, SO:0001217, UniParc:UPI000188C048, UniRef:UniRef100_B7JCH8, UniRef:UniRef50_P62590, UniRef:UniRef90_B7JCH8"
NODE_433_length_13165_cov_15.872082	cds	8733	9569	-	NMHCND_00190	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	"COG:COG3570, COG:V, NCBIProtein:WP_000480968.1, RefSeq:WP_000480968.1, SO:0001217, UniParc:UPI0000061CB7, UniRef:UniRef100_Q7ATJ6, UniRef:UniRef50_A0A250MFS9, UniRef:UniRef90_C5IWK8"
NODE_433_length_13165_cov_15.872082	cds	9569	10372	-	NMHCND_00195	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	"COG:COG3231, COG:J, NCBIProtein:WP_001082319.1, RefSeq:WP_001082319.1, SO:0001217, UniParc:UPI0000061CB6, UniRef:UniRef100_Q8GJ11, UniRef:UniRef50_Q8GJ11, UniRef:UniRef90_Q8GJ11"
NODE_433_length_13165_cov_15.872082	cds	10433	11248	-	NMHCND_00200	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	"COG:COG0294, COG:H, NCBIProtein:WP_001043265.1, RefSeq:WP_001043265.1, SO:0001217, UniParc:UPI00000D1397, UniRef:UniRef100_B7JCH4, UniRef:UniRef50_B7JCH4, UniRef:UniRef90_B7JCH4"
NODE_433_length_13165_cov_15.872082	cds	11436	12407	-	NMHCND_00205		Replication protein C	"RefSeq:WP_000240537.1, SO:0001217, UniParc:UPI00005051F6, UniRef:UniRef100_A0A2T3UTQ2, UniRef:UniRef50_A0A839P9M8, UniRef:UniRef90_A0A3G2CAJ7"
NODE_433_length_13165_cov_15.872082	cds	12394	13101	-	NMHCND_00210	repA	Regulatory protein RepA	"GO:0005524, GO:0006276, RefSeq:WP_000880559.1, SO:0001217, UniParc:UPI00005051F7, UniRef:UniRef100_P20356, UniRef:UniRef50_P20356, UniRef:UniRef90_P20356"
NODE_47_length_41657_cov_26.713091	cds	43	1209	+	NMHCND_00215		hypothetical protein	
NODE_47_length_41657_cov_26.713091	cds	1231	3189	+	NMHCND_00220	glgB	"1,4-alpha-glucan branching protein GlgB"	"COG:COG0296, COG:G, EC:2.4.1.18, KEGG:K00700, SO:0001217, UniParc:UPI00031BC179, UniRef:UniRef100_C4Z9I4, UniRef:UniRef50_P30539, UniRef:UniRef90_C4Z9I4"
NODE_47_length_41657_cov_26.713091	cds	3375	6527	+	NMHCND_00225	fliK	Flagellar hook-length control protein FliK	"SO:0001217, UniRef:UniRef50_D6DZ00, UniRef:UniRef90_D6DZ00"
NODE_47_length_41657_cov_26.713091	cds	6484	7206	-	NMHCND_00230	amiC	N-acetylmuramoyl-L-alanine amidase	"COG:COG0860, COG:M, EC:3.5.1.28, KEGG:K01448, SO:0001217, UniRef:UniRef50_D6DZ01, UniRef:UniRef90_D6DZ01"
